pop_18,white_18,hh_18,hinc_18,mhval_18,mhval_18_se,mrent_18,mrent_18_se,total_25_18,total_25_col_bd_18,total_25_col_md_18,total_25_col_pd_18,total_25_col_phd_18,tot_units_built_18,units_40_49_built_18,units_39_early_built_18,ohu_18,rhu_18,mmhcosts_18,iinc_18,mov_wc_w_income_18,mov_wc_9000_18,mov_wc_15000_18,mov_wc_25000_18,mov_wc_35000_18,mov_wc_50000_18,mov_wc_65000_18,mov_wc_75000_18,mov_wc_76000_more_18,mov_oc_w_income_18,mov_oc_9000_18,mov_oc_15000_18,GEO_ID,state_x,county_x,tract_x,mov_oc_25000_18,mov_oc_35000_18,mov_oc_50000_18,mov_oc_65000_18,mov_oc_75000_18,mov_oc_76000_more_18,mov_os_w_income_18,mov_os_9000_18,mov_os_15000_18,mov_os_25000_18,mov_os_35000_18,mov_os_50000_18,mov_os_65000_18,mov_os_75000_18,mov_os_76000_more_18,mov_fa_w_income_18,mov_fa_9000_18,mov_fa_15000_18,mov_fa_25000_18,mov_fa_35000_18,mov_fa_50000_18,mov_fa_65000_18,mov_fa_75000_18,mov_fa_76000_more_18,FIPS,mhval_12,mhval_12_se,mrent_12,mrent_12_se,mov_wc_w_income_12,mov_wc_9000_12,mov_wc_15000_12,mov_wc_25000_12,mov_wc_35000_12,mov_wc_50000_12,mov_wc_65000_12,mov_wc_75000_12,mov_wc_76000_more_12,mov_oc_w_income_12,mov_oc_9000_12,mov_oc_15000_12,mov_oc_25000_12,mov_oc_35000_12,mov_oc_50000_12,mov_oc_65000_12,mov_oc_75000_12,mov_oc_76000_more_12,mov_os_w_income_12,mov_os_9000_12,mov_os_15000_12,mov_os_25000_12,mov_os_35000_12,mov_os_50000_12,mov_os_65000_12,mov_os_75000_12,mov_os_76000_more_12,mov_fa_w_income_12,mov_fa_9000_12,mov_fa_15000_12,mov_fa_25000_12,mov_fa_35000_12,mov_fa_50000_12,mov_fa_65000_12,mov_fa_75000_12,mov_fa_76000_more_12,iinc_12,trtid_base_x,state_y,county_y,tract_y,pop_00,white_00,hu_00,ohu_00,rhu_00,total_25_00,male_25_col_bd_00,male_25_col_md_00,male_25_col_psd_00,male_25_col_phd_00,female_25_col_bd_00,female_25_col_md_00,female_25_col_psd_00,female_25_col_phd_00,hh_00,hinc_00,mrent_00,mhval_00,trtid00,trtid_base_y,state,county,tract,pop_90,hh_90,white_90,total_25_col_9th_90,total_25_col_12th_90,total_25_col_hs_90,total_25_col_sc_90,total_25_col_ad_90,total_25_col_bd_90,total_25_col_gd_90,hinc_90,ohu_90,rhu_90,mrent_90,mhval_90,trtid90,inc80_18,inc120_18,inc80_00,inc120_00,inc80_90,low_80120_18,mod_80120_18,high_80120_18,low_pdmt_medhhinc_18,high_pdmt_medhhinc_18,mod_pdmt_medhhinc_18,mix_low_medhhinc_18,mix_mod_medhhinc_18,mix_high_medhhinc_18,inc_cat_medhhinc_18,inc_cat_medhhinc_encoded18,low_80120_00,mod_80120_00,high_80120_00,low_pdmt_medhhinc_00,high_pdmt_medhhinc_00,mod_pdmt_medhhinc_00,mix_low_medhhinc_00,mix_mod_medhhinc_00,mix_high_medhhinc_00,inc_cat_medhhinc_00,inc_cat_medhhinc_encoded00,per_all_li_90,per_all_li_00,per_all_li_18,all_li_count_90,all_li_count_00,all_li_count_18,real_mhval_90,real_mrent_90,real_hinc_90,real_mhval_00,real_mrent_00,real_hinc_00,real_mhval_12,real_mrent_12,real_mhval_18,real_mrent_18,real_hinc_18,per_nonwhite_90,per_nonwhite_00,per_nonwhite_18,hu_90,per_rent_90,per_rent_00,hu_18,per_rent_18,total_25_90,per_col_90,male_25_col_00,female_25_col_00,total_25_col_00,per_col_00,per_col_18,per_units_pre50_18,per_limove_18,mov_tot_w_income_18,per_limove_12,mov_tot_w_income_12,lmh_flag_encoded,lmh_flag_category,pctch_real_mhval_00_18,pctch_real_mrent_12_18,rent_decrease,rent_marginal,rent_increase,rent_rapid_increase,house_decrease,house_marginal,house_increase,house_rapid_increase,tot_decrease,tot_marginal,tot_increase,tot_rapid_increase,change_flag_encoded,change_flag_category,per_ch_zillow_12_18,ab_50pct_ch,ab_90percentile_ch,rent_50pct_ch,rent_90percentile_ch,hv_abrm_ch,rent_abrm_ch,pctch_real_mhval_90_00,pctch_real_mrent_90_00,pctch_real_hinc_90_00,pctch_real_mrent_00_18,pctch_real_hinc_00_18,ch_all_li_count_90_00,ch_all_li_count_00_18,ch_per_col_90_00,ch_per_col_00_18,ch_per_limove_12_18,pop00flag,aboverm_per_all_li_90,aboverm_per_all_li_00,aboverm_per_all_li_18,aboverm_per_nonwhite_18,aboverm_per_nonwhite_90,aboverm_per_nonwhite_00,aboverm_per_rent_90,aboverm_per_rent_00,aboverm_per_rent_18,aboverm_per_col_90,aboverm_per_col_00,aboverm_per_col_18,aboverm_real_mrent_90,aboverm_real_mrent_00,aboverm_real_mrent_12,aboverm_real_mrent_18,aboverm_real_mhval_90,aboverm_real_mhval_00,aboverm_real_mhval_18,aboverm_pctch_real_mhval_00_18,aboverm_pctch_real_mrent_00_18,aboverm_pctch_real_mrent_12_18,aboverm_pctch_real_mhval_90_00,aboverm_pctch_real_mrent_90_00,lostli_00,lostli_18,aboverm_pctch_real_hinc_90_00,aboverm_pctch_real_hinc_00_18,aboverm_ch_per_col_90_00,aboverm_ch_per_col_00_18,aboverm_per_units_pre50_18,GEOID,geometry,rail,presence_ph_LIHTC
560,488,239,58942,354400,53452,1179,456,496,134,18,11,2,487,38,64,187,52,1113,21875,12,0,0,12,0,0,0,0,0,0,0,0,1400000US06111000100,6,111,100,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6111000100,357100,133224,725,2514,33,14,0,0,0,0,10,9,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,23269,24444002503,6,111,100,752,635,314,227,87,626,57,26,7,8,58,27,0,0,336,56964,460,198600,24444002503,36666004103,6,111,100,914.9999915,194.9999982,914.9999915,527.9999951,45.99999957,85.9999992,125.9999988,102.999999,33.99999968,75.9999993,30794.99971,218.999998,158.9999985,563.9999948,136299.9987,36666004103,0.534082685,0.755545452,0.387387691,0.560394159,0.839285707,0.534082685,0.221462767,0.244454548,0,0,0,1,0,0,2,mix_low,0.387387691,0.173006469,0.439605841,0,0,0,0,1,0,4,mix_mod,0.839285707,0.387387691,0.534082685,163.6607113,130.162264,127.6457618,283503.9974,1173.119989,64053.59941,303858,703.8,87154.92,396381,804.75,354400,1179,58942,0,0.155585106,0.128571429,377.9999965,0.420634921,0.277070064,239,0.217573222,998.9999907,0.11011011,91,85,176,0.28115016,0.33266129,0.209445585,1,21,0.568181818,44,4,aff_mix_low,0.166334275,0.465051258,0,0,0,1,0,0,1,0,0,0,1,1,3,ch_rapid_increase,0.790755124,1,1,0,0,1,1,0.071794411,-0.400061369,0.360656088,0.675191816,-0.32371001,-33.49844721,-2.516502282,0.17104005,0.051511131,0.431818182,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,6111000100,"POLYGON ((-119.454567 34.421743, -119.45301 34.423033, -119.45356 34.424788, -119.453423 34.42861, -119.451531 34.42983, -119.449257 34.429437, -119.446342 34.429934, -119.444717 34.42951, -119.444076 34.431696, -119.444595 34.433115, -119.443245 34.434145, -119.443672 34.43667, -119.442894 34.43816899999999, -119.441742 34.438753, -119.44133 34.440595, -119.440414 34.441842, -119.440445 34.443605, -119.441292 34.444234, -119.44149 34.447915, -119.44326 34.449739, -119.441582 34.451867, -119.442047 34.452794, -119.442222 34.45591, -119.442269 34.463949, -119.442278 34.465509, -119.442354 34.49095, -119.442353 34.561101, -119.441411 34.73327, -119.441355 34.74534, -119.441797 34.749981, -119.442281 34.765415, -119.442154 34.78647, -119.442352 34.901274, -119.433434 34.901119, -119.401909 34.901186, -119.397524 34.900915, -119.382154 34.900936, -119.382451 34.879675, -119.276946 34.879675, -119.277501 34.872229, -119.278346 34.857276, -119.243645 34.857576, -119.243645 34.814178, -119.17193 34.813525, -119.155084 34.81338, -119.144703 34.813315, -119.138866 34.813311, -119.129739 34.81336599999999, -119.12594 34.813178, -119.023688 34.812344, -119.000935 34.812083, -119.000048 34.812213, -118.976721 34.812199, -118.976723 34.79066, -118.964484 34.79066, -118.881364 34.790629, -118.821077 34.665791, -118.796842 34.616567, -118.738618 34.498969, -118.741539 34.49731, -118.751023 34.490944, -118.76006 34.485427, -118.765896 34.482259, -118.766736 34.480587, -118.767457 34.477982, -118.771007 34.4677, -118.830841 34.467946, -118.873175 34.467974, -118.876251 34.468444, -118.877408 34.468219, -118.885373 34.4682, -118.890799 34.467976, -118.917044 34.468134, -118.917938 34.467396, -118.921532 34.468129, -118.937361 34.468219, -118.93759 34.444229, -118.955293 34.444219, -118.955458 34.42247, -118.990735 34.422505, -119.001075 34.422531, -119.012523 34.422268, -119.016118 34.422655, -119.018783 34.42225, -119.023444 34.42217, -119.024659 34.422275, -119.059604 34.422314, -119.059728 34.429524, -119.077229 34.429638, -119.07713 34.436732, -119.080905 34.436768, -119.086058 34.436815, -119.083733 34.439229, -119.080887 34.439667, -119.078241 34.43951, -119.076782 34.439939, -119.076803 34.441857, -119.075231 34.441637, -119.073765 34.442181, -119.0722 34.441973, -119.070548 34.442616, -119.06899 34.444808, -119.064519 34.445028, -119.062648 34.447804, -119.061229 34.447705, -119.05965 34.448611, -119.058828 34.449375, -119.056745 34.448749, -119.055896 34.450892, -119.057335 34.452579, -119.055703 34.453057, -119.05575 34.454678, -119.05699 34.45576, -119.057786 34.458711, -119.058052 34.461849, -119.056174 34.462448, -119.055889 34.463794, -119.054329 34.466838, -119.054946 34.468289, -119.054833 34.470712, -119.05561 34.470888, -119.056578 34.473009, -119.056976 34.475597, -119.055696 34.477575, -119.056366 34.479433, -119.055941 34.482037, -119.057945 34.485917, -119.055676 34.487867, -119.054003 34.487895, -119.05535 34.48856, -119.054985 34.489434, -119.056047 34.490379, -119.059014 34.49089, -119.061377 34.491736, -119.066222 34.495758, -119.066786 34.49689499999999, -119.069687 34.497285, -119.071353 34.498307, -119.074738 34.498768, -119.078136 34.49841, -119.07995 34.500734, -119.080872 34.501812, -119.08104 34.505024, -119.081955 34.507545, -119.083748 34.509914, -119.085686 34.510882, -119.08725 34.510856, -119.085599 34.513214, -119.087261 34.51279, -119.089586 34.510871, -119.093083 34.511479, -119.09566 34.511134, -119.097766 34.510216, -119.100426 34.510159, -119.102514 34.508205, -119.101991 34.507697, -119.1031 34.504975, -119.105923 34.504038, -119.10733 34.501156, -119.109773 34.501592, -119.11257 34.501559, -119.114307 34.500007, -119.117321 34.499482, -119.118502 34.501018, -119.118586 34.500084, -119.121046 34.499919, -119.123108 34.501553, -119.12691 34.500662, -119.128178 34.499723, -119.130599 34.499164, -119.131066 34.498447, -119.135007 34.498261, -119.137098 34.497252, -119.140426 34.496256, -119.141011 34.495081, -119.141994 34.495711, -119.143694 34.498688, -119.146934 34.498396, -119.148394 34.500415, -119.150006 34.500351, -119.151637 34.502847, -119.153091 34.501347, -119.15506 34.500499, -119.155818 34.504394, -119.159656 34.50184, -119.160845 34.503886, -119.161682 34.502996, -119.162679 34.503693, -119.164296 34.502508, -119.16498 34.503368, -119.170724 34.502775, -119.171475 34.504069, -119.17105 34.505539, -119.1699 34.505636, -119.168759 34.506903, -119.165485 34.506963, -119.162369 34.508662, -119.162502 34.50957, -119.164495 34.51068, -119.165301 34.512451, -119.167955 34.512534, -119.170006 34.514096, -119.171952 34.513779, -119.173985 34.515188, -119.174609 34.51691, -119.177397 34.517661, -119.178444 34.518438, -119.180445 34.517762, -119.18402 34.517243, -119.186025 34.51767299999999, -119.188178 34.517486, -119.189368 34.518001, -119.191905 34.517892, -119.194411 34.518242, -119.197038 34.519231, -119.19988 34.517278, -119.202405 34.516874, -119.204685 34.517027, -119.216196 34.51433, -119.218671 34.515024, -119.22096 34.513358, -119.223075 34.512952, -119.223964 34.511946, -119.227208 34.510846, -119.22654 34.51059, -119.228778 34.50965, -119.229446 34.507694, -119.231152 34.506845, -119.232319 34.507038, -119.234312 34.505329, -119.235339 34.503618, -119.236169 34.503368, -119.23595 34.500631, -119.240582 34.498926, -119.243528 34.496881, -119.245514 34.497169, -119.249013 34.495681, -119.249007 34.497724, -119.252448 34.496345, -119.254234 34.494319, -119.256149 34.493194, -119.258018 34.490531, -119.260429 34.488567, -119.263916 34.488269, -119.264007 34.484848, -119.264786 34.482276, -119.266678 34.479904, -119.268089 34.47578, -119.269485 34.47485, -119.272248 34.474198, -119.274849 34.47157, -119.27813 34.469834, -119.281464 34.470143, -119.28492 34.468808, -119.286231 34.4676, -119.284491 34.463703, -119.286813 34.463731, -119.28882 34.466753, -119.289765 34.466197, -119.295124 34.462986, -119.29864 34.461871, -119.30002 34.460376, -119.315 34.451833, -119.318486 34.449524, -119.324372 34.446653, -119.334085 34.441173, -119.344527 34.438758, -119.350355 34.432294, -119.357077 34.428134, -119.35796 34.422988, -119.370235 34.417233, -119.377469 34.391773, -119.41311 34.392109, -119.416747 34.392834, -119.42087 34.392139, -119.424543 34.393365, -119.427208 34.39262, -119.430359 34.392912, -119.43286 34.393559, -119.440116 34.394497, -119.451365 34.398147, -119.451065 34.399329, -119.449081 34.401717, -119.447372 34.401709, -119.44699 34.403613, -119.445991 34.404067, -119.445365 34.406588, -119.445411 34.408881, -119.449363 34.411974, -119.45063 34.415183, -119.454277 34.418166, -119.453667 34.419463, -119.454567 34.421743))",0,FALSE
2602,277,752,52250,324700,19484,1065,191,1589,124,16,10,28,793,64,155,392,360,1148,19942,49,0,8,8,5,9,19,0,0,41,24,4,1400000US06111000200,6,111,200,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6111000200,204300,59333,894,182,116,31,24,12,22,7,20,0,0,22,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19682,6111000200,6,111,200,2379.978838,526.9953141,604.9946206,311.9972258,292.9973948,1300.988432,40.99963545,14.99986663,0,0,20.99981328,0,0,0,608.994585,38868.65439,546.9951363,169698.4911,6111000200,12222000500,6,111,200,1697.232475,459.2362147,1697.232475,1000.426185,415.5669694,188.3960767,165.5985127,137.4044715,27.19160618,66.17629155,24843.67408,512.2152772,258.7345461,331.1931876,181358.94,12222000500,0.59055258,0.842238983,0.580233602,0.734312327,1.121888894,0.59055258,0.251686403,0.157761017,1,0,0,0,0,0,1,low_pdmt,0.580233602,0.154078726,0.265687673,1,0,0,0,0,0,1,low_pdmt,1.121888894,0.580233602,0.59055258,515.2120091,353.3591214,444.0955401,377226.5951,688.8818302,51674.84209,259638.6914,836.9025585,59469.04122,226773,992.34,324700,1065,52250,0,0.778571429,0.893543428,770.9498233,0.33560491,0.484297521,752,0.478723404,2000.760113,0.046666213,55.99950207,20.99981328,76.99931535,0.059185242,0.112020138,0.276166456,0.523248034,90,0.499540956,138,1,aff_predominantly_LI,0.250584026,0.073220872,0,0,1,0,0,0,1,0,0,0,1,0,2,ch_increase,0.557322061,1,0,0,0,1,1,-0.311716897,0.214871001,0.1508316,0.272549581,-0.121391586,-161.8528877,90.73641866,0.012519029,0.052834896,0.023707078,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,6111000200,"POLYGON ((-118.849745 34.397305, -118.84392 34.398433, -118.839552 34.400279, -118.836838 34.4008, -118.832211 34.400803, -118.832186 34.406747, -118.828279 34.40674, -118.830119 34.409032, -118.832121 34.409043, -118.832076 34.415026, -118.832429 34.416294, -118.833966 34.417316, -118.83411 34.418688, -118.833149 34.420694, -118.835515 34.420627, -118.837222 34.421923, -118.834701 34.423515, -118.833138 34.425912, -118.832261 34.426455, -118.833496 34.427759, -118.834171 34.429756, -118.833795 34.43108, -118.832068 34.430893, -118.830794 34.432346, -118.831512 34.434799, -118.830524 34.436166, -118.832311 34.435958, -118.833997 34.4374, -118.835348 34.437511, -118.833997 34.439353, -118.834218 34.440284, -118.832342 34.440242, -118.83238 34.441623, -118.830686 34.443618, -118.828481 34.442847, -118.826741 34.445311, -118.825345 34.445747, -118.825521 34.446761, -118.823255 34.44868, -118.824437 34.449683, -118.824811 34.451235, -118.82359 34.452475, -118.823667 34.453703, -118.825475 34.456015, -118.824521 34.458914, -118.824498 34.460592, -118.826696 34.462744, -118.82668 34.464353, -118.829221 34.464011, -118.829275 34.465574, -118.830701 34.466894, -118.830841 34.467946, -118.771007 34.4677, -118.767457 34.477982, -118.766736 34.480587, -118.765896 34.482259, -118.76006 34.485427, -118.751023 34.490944, -118.741539 34.49731, -118.738618 34.498969, -118.726568 34.474507, -118.722716 34.466686, -118.722668 34.466587, -118.722616 34.466483, -118.6929 34.406088, -118.691397 34.403033, -118.677616 34.374993, -118.670593 34.360692, -118.672961 34.361935, -118.672146 34.362819, -118.675532 34.363628, -118.678278 34.363181, -118.678077 34.362446, -118.680107 34.361293, -118.682767 34.361147, -118.68436 34.361665, -118.688701 34.361897, -118.690239 34.363158, -118.691947 34.363174, -118.691397 34.361602, -118.694102 34.36155, -118.696242 34.359926, -118.699855 34.360128, -118.703071 34.357541, -118.702863 34.355817, -118.704323 34.354885, -118.706867 34.354262, -118.708226 34.355071, -118.710561 34.354929, -118.711898 34.354149, -118.714329 34.355946, -118.718834 34.355319, -118.720752 34.356105, -118.721712 34.357589, -118.724542 34.358636, -118.725157 34.360652, -118.727799 34.364301, -118.731232 34.365849, -118.735282 34.366266, -118.740217 34.368782, -118.742555 34.367794, -118.743031 34.368716, -118.745233 34.368479, -118.746858 34.367348, -118.746887 34.368246, -118.748574 34.369634, -118.750435 34.369108, -118.749962 34.370191, -118.75135 34.371108, -118.752603 34.371038, -118.754264 34.372525, -118.756315 34.373467, -118.757562 34.372275, -118.761184 34.371263, -118.76249 34.371617, -118.762735 34.372655, -118.763982 34.371422, -118.765566 34.371166, -118.767692 34.36933, -118.769875 34.370428, -118.774133 34.368278, -118.776795 34.368153, -118.779382 34.367296, -118.781771 34.365471, -118.784662 34.366659, -118.788 34.366172, -118.789435 34.365264, -118.794355 34.3639, -118.796579 34.362402, -118.798687 34.36187, -118.798683 34.3651, -118.800043 34.365621, -118.801606 34.364751, -118.803951 34.365739, -118.805162 34.367028, -118.808768 34.366966, -118.808921 34.364978, -118.81195 34.36431, -118.811418 34.363261, -118.812133 34.362004, -118.814446 34.359926, -118.821159 34.357772, -118.825995 34.358696, -118.82528 34.361406, -118.824912 34.364467, -118.826206 34.369336, -118.827412 34.370469, -118.826271 34.373275, -118.828169 34.377913, -118.830092 34.381014, -118.831152 34.38244, -118.833769 34.382205, -118.835624 34.382708, -118.839426 34.382658, -118.84199 34.383243, -118.845213 34.383004, -118.847955 34.382347, -118.849476 34.383057, -118.849745 34.397305))",0,TRUE
7906,1885,2331,61217,369900,41139,1322,133,4863,411,249,128,13,2517,175,519,1245,1086,1466,22772,327,50,55,63,28,131,0,0,0,50,0,0,1400000US06111000302,6,111,302,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6111000302,290700,49833,1095,106,332,32,30,57,135,49,17,0,12,136,0,0,20,27,46,22,0,21,49,18,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,23010,6111000302,6,111,302,6379,2481,2077,1266,811,3750,143,65,29,7,218,43,52,0,2031,42269,661,155000,6111000302,6111000300,6,111,302,7747.623105,2262.323778,7747.623105,4441.621387,1040.891827,725.5038321,1094.385197,739.9916199,349.9357962,322.6318885,19871.67255,2224.989863,1344.020924,357.7369126,110441.5204,6111000300,0.512068447,0.776290732,0.501281086,0.713764905,1.490425435,0.512068447,0.264222285,0.223709268,0,0,0,1,0,0,2,mix_low,0.501281086,0.212483819,0.286235095,0,0,0,1,0,0,2,mix_low,1.490425435,0.501281086,0.512068447,3371.824901,1018.101886,1193.631551,229718.3624,744.0927783,41333.07891,237150,1011.33,64671.57,322677,1215.45,369900,1322,61217,0,0.611067565,0.761573488,3569.010787,0.376580796,0.39046702,2331,0.465894466,8714.961547,0.077173913,215,261,476,0.126933333,0.16471314,0.27572507,0.594654234,377,0.333673216,517,5,aff_mix_mod,0.559772296,0.087663005,0,0,1,0,0,0,0,1,0,0,1,1,3,ch_rapid_increase,0.557322061,1,0,0,0,1,1,0.032351082,0.359145028,0.564644389,0.307189542,-0.053417135,-2353.723015,175.5296648,0.04975942,0.037779807,0.260981018,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,6111000302,"POLYGON ((-118.924686 34.450992, -118.923536 34.452558, -118.923099 34.4572, -118.924316 34.458775, -118.924296 34.459878, -118.923198 34.461766, -118.923398 34.462914, -118.92177 34.464338, -118.921532 34.468129, -118.917938 34.467396, -118.917044 34.468134, -118.890799 34.467976, -118.885373 34.4682, -118.877408 34.468219, -118.876251 34.468444, -118.873175 34.467974, -118.830841 34.467946, -118.830701 34.466894, -118.829275 34.465574, -118.829221 34.464011, -118.82668 34.464353, -118.826696 34.462744, -118.824498 34.460592, -118.824521 34.458914, -118.825475 34.456015, -118.823667 34.453703, -118.82359 34.452475, -118.824811 34.451235, -118.824437 34.449683, -118.823255 34.44868, -118.825521 34.446761, -118.825345 34.445747, -118.826741 34.445311, -118.828481 34.442847, -118.830686 34.443618, -118.83238 34.441623, -118.832342 34.440242, -118.834218 34.440284, -118.833997 34.439353, -118.835348 34.437511, -118.833997 34.4374, -118.832311 34.435958, -118.830524 34.436166, -118.831512 34.434799, -118.830794 34.432346, -118.832068 34.430893, -118.833795 34.43108, -118.834171 34.429756, -118.833496 34.427759, -118.832261 34.426455, -118.833138 34.425912, -118.834701 34.423515, -118.837222 34.421923, -118.835515 34.420627, -118.833149 34.420694, -118.83411 34.418688, -118.833966 34.417316, -118.832429 34.416294, -118.832076 34.415026, -118.832121 34.409043, -118.830119 34.409032, -118.828279 34.40674, -118.832186 34.406747, -118.832211 34.400803, -118.836838 34.4008, -118.839552 34.400279, -118.84392 34.398433, -118.849745 34.397305, -118.849476 34.383057, -118.847955 34.382347, -118.845213 34.383004, -118.84199 34.383243, -118.839426 34.382658, -118.835624 34.382708, -118.833769 34.382205, -118.831152 34.38244, -118.830092 34.381014, -118.828169 34.377913, -118.826271 34.373275, -118.827412 34.370469, -118.826206 34.369336, -118.824912 34.364467, -118.82528 34.361406, -118.825995 34.358696, -118.828801 34.359096, -118.83008 34.35912, -118.831856 34.359326, -118.83336 34.359247, -118.83496 34.359311, -118.835872 34.359454, -118.837568 34.359422, -118.840061 34.358413, -118.842848 34.357551, -118.844608 34.357343, -118.848464 34.357567, -118.852385 34.358383, -118.858748 34.358341, -118.86231 34.357248, -118.866331 34.355376, -118.870037 34.354464, -118.870956 34.353279, -118.872846 34.352942, -118.877207 34.35535, -118.879875 34.356112, -118.883166 34.356218, -118.885133 34.355709, -118.886201 34.35465, -118.886313 34.354465, -118.886536 34.35343, -118.88711 34.351344, -118.887382 34.35058, -118.887746 34.345565, -118.89115 34.340973, -118.894595 34.341664, -118.900977 34.3395, -118.903524 34.340995, -118.903091 34.342093, -118.904764 34.343386, -118.906518 34.34286, -118.908585 34.343541, -118.90837 34.343788, -118.907882 34.344035, -118.907025 34.34398, -118.906858 34.344124, -118.906847 34.344622, -118.906601 34.344865, -118.905788 34.345221, -118.905751 34.345547, -118.906141 34.345768, -118.906531 34.345695, -118.907495 34.345234, -118.908411 34.345056, -118.911009 34.344054, -118.912287 34.34456, -118.913609 34.34705, -118.916047 34.348216, -118.91864 34.353061, -118.918226 34.353888, -118.919803 34.355885, -118.920959 34.358298, -118.920892 34.360686, -118.920368 34.361633, -118.920222 34.371114, -118.915589 34.372575, -118.915694 34.384583, -118.916017 34.386916, -118.916715 34.390629, -118.917737 34.396133, -118.91836 34.399242, -118.919258 34.403761, -118.920716 34.411036, -118.920882 34.41129, -118.920987 34.411696, -118.920933 34.411956, -118.920943 34.412144, -118.921096 34.413002, -118.921438 34.414627, -118.921792 34.414997, -118.922211 34.415351, -118.922733 34.417575, -118.92229 34.421244, -118.922901 34.423513, -118.920972 34.425172, -118.919452 34.435251, -118.922207 34.444096, -118.922567 34.448526, -118.924119 34.449592, -118.924686 34.450992))",0,TRUE
