,FIPS,state,county,tract,pop_90,hh_90,white_90,total_25_col_9th_90,total_25_col_12th_90,total_25_col_hs_90,total_25_col_sc_90,total_25_col_ad_90,total_25_col_bd_90,total_25_col_gd_90,I_5000_90,I_10000_90,I_12500_90,I_15000_90,I_17500_90,I_20000_90,I_22500_90,I_25000_90,I_27500_90,I_30000_90,I_32500_90,I_35000_90,I_37500_90,I_40000_90,I_42500_90,I_45000_90,I_47500_90,I_50000_90,I_55000_90,I_60000_90,I_75000_90,I_100000_90,I_125000_90,I_150000_90,I_150001_90,hinc_90,ohu_90,rhu_90,mrent_90,mhval_90
56265,49057210503,49,057,210503,7137,1937,7137,3329,68,230,1184,1097,344,352,1937,34,47,32,23,22,51,56,96,126,81,154,136,105,111,108,94,67,83,143,64,206,91,0,7,37624,1928,1812,510,71200
56266,49057210504,49,057,210504,3802,985,3802,1867,19,171,733,607,113,166,985,18,40,39,21,20,32,37,39,34,82,77,40,44,8,71,32,78,45,38,62,97,27,4,0,35767,988,915,556,79900
56267,49057210505,49,057,210505,3469,1030,3469,1829,67,181,698,522,135,175,1030,22,59,12,32,40,65,30,18,65,49,24,65,56,35,47,73,17,47,54,53,96,61,0,5,36518,1035,884,369,83200
56268,49057210600,49,057,210600,5999,1998,5999,3521,55,343,1084,1110,185,577,1998,79,74,57,103,96,71,71,94,109,77,71,78,104,70,47,80,66,78,109,100,177,171,0,8,35457,1978,1653,382,67000
56269,49057210701,49,057,210701,5072,1769,5072,3016,66,367,920,970,227,390,1769,56,125,113,63,95,89,55,69,127,91,76,65,103,45,65,54,34,55,97,68,135,82,7,0,30049,1826,1233,358,65000
56270,49057210702,49,057,210702,7948,2288,7948,4121,134,358,1456,1360,318,402,2288,29,47,68,42,36,56,130,76,211,146,118,112,116,129,267,68,100,92,130,113,117,73,9,3,36573,2307,1838,399,63500
56271,49057210800,49,057,210800,2985,1119,2985,1718,63,311,557,442,128,155,1119,30,150,71,63,66,69,55,58,70,47,75,57,50,38,23,31,47,29,32,25,19,0,9,0,24892,1134,688,366,48300
56272,49057210900,49,057,210900,5120,1732,5120,3125,62,222,750,900,301,629,1732,36,46,45,23,65,82,65,73,89,78,96,120,105,20,54,78,52,41,69,108,181,128,34,34,36143,1752,1405,396,81600
56273,49057211000,49,057,211000,3059,1069,3059,1946,54,383,749,490,83,135,1069,34,87,53,5,61,38,71,80,95,28,56,26,44,49,26,65,24,47,60,31,17,64,8,0,28438,1073,926,456,52700
56274,49057211100,49,057,211100,5053,1729,5053,2874,167,243,1002,782,225,358,1729,64,115,105,39,86,114,120,101,106,97,114,49,28,64,73,47,45,24,105,66,135,32,0,0,27874,1705,1029,354,66300
56275,49057211201,49,057,211201,4104,1272,4104,2211,14,123,360,721,160,485,1272,21,10,21,62,43,29,46,25,29,28,85,45,76,51,67,22,18,12,83,69,179,127,37,20,42425,1276,970,398,106900
56276,49057211202,49,057,211202,3265,1059,3265,1997,75,208,502,525,117,368,1059,26,33,30,28,40,8,35,45,40,51,76,21,56,41,67,55,45,20,59,28,164,41,23,11,39970,1043,911,413,84100
