,pop_18,white_18,hh_18,hinc_18,mhval_18,mhval_18_se,mrent_18,mrent_18_se,total_25_18,total_25_col_bd_18,total_25_col_md_18,total_25_col_pd_18,total_25_col_phd_18,tot_units_built_18,units_40_49_built_18,units_39_early_built_18,ohu_18,rhu_18,mmhcosts_18,iinc_18,I_10000_18,I_15000_18,I_20000_18,I_25000_18,I_30000_18,I_35000_18,I_40000_18,I_45000_18,I_50000_18,I_60000_18,I_75000_18,I_100000_18,I_125000_18,I_150000_18,I_200000_18,I_201000_18,mov_wc_w_income_18,mov_wc_9000_18,mov_wc_15000_18,mov_wc_25000_18,mov_wc_35000_18,mov_wc_50000_18,mov_wc_65000_18,mov_wc_75000_18,mov_wc_76000_more_18,mov_oc_w_income_18,mov_oc_9000_18,mov_oc_15000_18,GEO_ID,state_x,county_x,tract_x,mov_oc_25000_18,mov_oc_35000_18,mov_oc_50000_18,mov_oc_65000_18,mov_oc_75000_18,mov_oc_76000_more_18,mov_os_w_income_18,mov_os_9000_18,mov_os_15000_18,mov_os_25000_18,mov_os_35000_18,mov_os_50000_18,mov_os_65000_18,mov_os_75000_18,mov_os_76000_more_18,mov_fa_w_income_18,mov_fa_9000_18,mov_fa_15000_18,mov_fa_25000_18,mov_fa_35000_18,mov_fa_50000_18,mov_fa_65000_18,mov_fa_75000_18,mov_fa_76000_more_18,FIPS,mhval_12,mhval_12_se,mrent_12,mrent_12_se,mov_wc_w_income_12,mov_wc_9000_12,mov_wc_15000_12,mov_wc_25000_12,mov_wc_35000_12,mov_wc_50000_12,mov_wc_65000_12,mov_wc_75000_12,mov_wc_76000_more_12,mov_oc_w_income_12,mov_oc_9000_12,mov_oc_15000_12,mov_oc_25000_12,mov_oc_35000_12,mov_oc_50000_12,mov_oc_65000_12,mov_oc_75000_12,mov_oc_76000_more_12,mov_os_w_income_12,mov_os_9000_12,mov_os_15000_12,mov_os_25000_12,mov_os_35000_12,mov_os_50000_12,mov_os_65000_12,mov_os_75000_12,mov_os_76000_more_12,mov_fa_w_income_12,mov_fa_9000_12,mov_fa_15000_12,mov_fa_25000_12,mov_fa_35000_12,mov_fa_50000_12,mov_fa_65000_12,mov_fa_75000_12,mov_fa_76000_more_12,iinc_12,state_y,county_y,tract_y
10,4842.0,4458.0,1472.0,92091.0,271700.0,15971.0,843.0,83.0,2929.0,769.0,227.0,35.0,57.0,1553.0,9.0,38.0,1388.0,84.0,1416.0,34462.0,17.0,0.0,7.0,36.0,13.0,60.0,45.0,75.0,76.0,92.0,133.0,301.0,174.0,127.0,244.0,72.0,70.0,0.0,0.0,16.0,0.0,17.0,0.0,9.0,28.0,139.0,27.0,0.0,1400000US49003960802,49,003,960802,6.0,9.0,55.0,12.0,13.0,17.0,69.0,25.0,0.0,23.0,0.0,0.0,0.0,10.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49003960802,226400.0,13107.0,871.0,221.0,110.0,25.0,0.0,14.0,11.0,21.0,10.0,9.0,20.0,51.0,0.0,13.0,6.0,0.0,0.0,19.0,0.0,13.0,21.0,11.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37500.0,49,003,960802
11,4308.0,4131.0,1330.0,98152.0,395900.0,35025.0,2033.0,843.0,2668.0,758.0,360.0,114.0,27.0,1422.0,27.0,17.0,1194.0,136.0,1905.0,37750.0,1.0,6.0,0.0,47.0,0.0,27.0,58.0,28.0,36.0,61.0,80.0,338.0,135.0,82.0,208.0,223.0,118.0,0.0,13.0,6.0,69.0,11.0,13.0,0.0,6.0,28.0,0.0,6.0,1400000US49011125102,49,011,125102,0.0,7.0,15.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,103.0,3.0,10.0,38.0,35.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,49011125102,338600.0,20017.0,1361.0,640.0,158.0,57.0,18.0,21.0,10.0,29.0,8.0,0.0,15.0,104.0,33.0,10.0,35.0,18.0,0.0,0.0,0.0,8.0,158.0,12.0,0.0,0.0,33.0,44.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37163.0,49,011,125102
12,6187.0,5222.0,1878.0,82872.0,309700.0,25871.0,1387.0,144.0,3562.0,835.0,390.0,0.0,31.0,2003.0,19.0,128.0,1508.0,370.0,1503.0,39312.0,72.0,20.0,0.0,39.0,20.0,40.0,19.0,81.0,77.0,184.0,134.0,464.0,180.0,250.0,232.0,66.0,527.0,105.0,62.0,44.0,34.0,60.0,128.0,26.0,68.0,216.0,80.0,9.0,1400000US49011125103,49,011,125103,38.0,0.0,47.0,23.0,0.0,19.0,93.0,16.0,0.0,0.0,36.0,11.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49011125103,203800.0,16510.0,867.0,125.0,155.0,34.0,0.0,29.0,0.0,64.0,12.0,0.0,16.0,107.0,32.0,13.0,28.0,34.0,0.0,0.0,0.0,0.0,61.0,0.0,11.0,29.0,0.0,0.0,0.0,21.0,0.0,31.0,16.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,30605.0,49,011,125103
13,6157.0,5407.0,1672.0,115263.0,313300.0,20314.0,1680.0,308.0,3595.0,1083.0,372.0,81.0,76.0,1696.0,0.0,10.0,1503.0,169.0,1506.0,39563.0,7.0,0.0,0.0,0.0,22.0,34.0,10.0,35.0,51.0,80.0,139.0,257.0,338.0,165.0,320.0,214.0,82.0,28.0,0.0,17.0,0.0,4.0,8.0,9.0,16.0,122.0,53.0,0.0,1400000US49011125104,49,011,125104,12.0,15.0,0.0,0.0,8.0,34.0,206.0,101.0,20.0,0.0,37.0,9.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49011125104,274200.0,7748.0,1133.0,175.0,166.0,41.0,14.0,28.0,28.0,18.0,37.0,0.0,0.0,145.0,57.0,18.0,0.0,30.0,22.0,0.0,0.0,18.0,156.0,57.0,17.0,46.0,2.0,13.0,10.0,0.0,11.0,55.0,13.0,11.0,16.0,0.0,0.0,15.0,0.0,0.0,32381.0,49,011,125104
14,3487.0,2325.0,1031.0,54145.0,350000.0,232303.0,1287.0,46.0,1589.0,421.0,118.0,11.0,7.0,1087.0,18.0,2.0,36.0,995.0,1287.0,30859.0,22.0,6.0,19.0,53.0,58.0,78.0,40.0,52.0,95.0,209.0,79.0,142.0,68.0,93.0,0.0,17.0,145.0,16.0,0.0,4.0,73.0,17.0,23.0,0.0,12.0,71.0,13.0,0.0,1400000US49011125200,49,011,125200,13.0,31.0,14.0,0.0,0.0,0.0,458.0,68.0,50.0,210.0,47.0,40.0,24.0,0.0,19.0,36.0,0.0,3.0,3.0,17.0,13.0,0.0,0.0,0.0,49011125200,-666666666.0,-222222222.0,1011.0,46.0,168.0,6.0,0.0,46.0,36.0,25.0,20.0,0.0,35.0,17.0,11.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,359.0,41.0,80.0,64.0,92.0,33.0,0.0,5.0,44.0,66.0,11.0,8.0,8.0,2.0,18.0,8.0,11.0,0.0,26361.0,49,011,125200
15,5261.0,3911.0,1674.0,62219.0,166700.0,10705.0,855.0,120.0,3268.0,431.0,112.0,0.0,19.0,1768.0,174.0,75.0,1261.0,413.0,977.0,29576.0,75.0,45.0,71.0,29.0,67.0,99.0,25.0,103.0,133.0,119.0,296.0,304.0,214.0,33.0,53.0,8.0,143.0,8.0,0.0,47.0,18.0,9.0,54.0,7.0,0.0,222.0,33.0,10.0,1400000US49011125301,49,011,125301,27.0,50.0,74.0,28.0,0.0,0.0,54.0,8.0,11.0,0.0,20.0,15.0,0.0,0.0,0.0,42.0,24.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,49011125301,141600.0,7155.0,699.0,112.0,322.0,8.0,49.0,101.0,153.0,11.0,0.0,0.0,0.0,103.0,70.0,0.0,25.0,0.0,0.0,8.0,0.0,0.0,119.0,24.0,50.0,11.0,0.0,9.0,0.0,25.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,25956.0,49,011,125301
16,11604.0,9470.0,3252.0,89844.0,267800.0,18653.0,1402.0,280.0,6368.0,1179.0,523.0,81.0,28.0,3344.0,26.0,0.0,2981.0,271.0,1381.0,37524.0,45.0,34.0,39.0,14.0,118.0,28.0,63.0,107.0,150.0,243.0,336.0,759.0,502.0,374.0,315.0,125.0,420.0,22.0,67.0,36.0,32.0,75.0,52.0,77.0,59.0,704.0,48.0,99.0,1400000US49011125303,49,011,125303,84.0,246.0,42.0,118.0,0.0,67.0,92.0,22.0,1.0,34.0,0.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49011125303,203800.0,12524.0,1317.0,157.0,600.0,65.0,29.0,120.0,147.0,23.0,156.0,46.0,14.0,264.0,37.0,29.0,33.0,12.0,94.0,19.0,40.0,0.0,195.0,46.0,0.0,29.0,42.0,27.0,25.0,0.0,26.0,26.0,0.0,0.0,10.0,0.0,0.0,0.0,16.0,0.0,32736.0,49,011,125303
17,5345.0,4310.0,1602.0,73788.0,224900.0,12407.0,1313.0,276.0,3036.0,451.0,152.0,12.0,12.0,1670.0,25.0,31.0,1331.0,271.0,1293.0,38336.0,22.0,0.0,31.0,48.0,7.0,76.0,104.0,31.0,29.0,187.0,282.0,322.0,195.0,91.0,143.0,34.0,133.0,17.0,13.0,11.0,65.0,27.0,0.0,0.0,0.0,151.0,9.0,0.0,1400000US49011125304,49,011,125304,33.0,13.0,50.0,38.0,0.0,8.0,83.0,5.0,12.0,19.0,9.0,19.0,0.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,49011125304,162400.0,5376.0,1387.0,142.0,87.0,11.0,0.0,18.0,10.0,12.0,10.0,17.0,9.0,81.0,24.0,0.0,16.0,21.0,10.0,10.0,0.0,0.0,39.0,12.0,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29583.0,49,011,125304
18,6618.0,5401.0,1889.0,89145.0,248500.0,15406.0,1250.0,195.0,3814.0,738.0,208.0,32.0,11.0,1927.0,9.0,49.0,1546.0,343.0,1330.0,39118.0,24.0,16.0,27.0,57.0,73.0,29.0,59.0,37.0,59.0,180.0,198.0,341.0,246.0,203.0,252.0,88.0,208.0,18.0,0.0,8.0,27.0,47.0,48.0,0.0,60.0,159.0,24.0,0.0,1400000US49011125305,49,011,125305,53.0,18.0,42.0,22.0,0.0,0.0,59.0,0.0,0.0,0.0,9.0,34.0,8.0,0.0,8.0,49.0,13.0,0.0,7.0,0.0,14.0,15.0,0.0,0.0,49011125305,191200.0,10304.0,1050.0,172.0,153.0,28.0,0.0,14.0,61.0,8.0,18.0,0.0,24.0,277.0,7.0,86.0,0.0,48.0,94.0,0.0,12.0,30.0,75.0,0.0,7.0,26.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32424.0,49,011,125305
19,12999.0,11714.0,3595.0,96622.0,290800.0,21656.0,1485.0,318.0,7384.0,1709.0,747.0,48.0,51.0,3736.0,46.0,128.0,3290.0,305.0,1517.0,39029.0,20.0,65.0,56.0,15.0,30.0,41.0,25.0,81.0,119.0,185.0,310.0,941.0,766.0,260.0,547.0,134.0,568.0,38.0,71.0,51.0,100.0,128.0,0.0,39.0,141.0,300.0,42.0,35.0,1400000US49011125401,49,011,125401,17.0,64.0,91.0,0.0,0.0,51.0,88.0,53.0,0.0,0.0,0.0,18.0,0.0,0.0,17.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49011125401,253100.0,13545.0,1231.0,160.0,395.0,88.0,10.0,104.0,50.0,72.0,38.0,12.0,21.0,83.0,11.0,0.0,28.0,0.0,16.0,28.0,0.0,0.0,113.0,43.0,0.0,24.0,0.0,17.0,15.0,0.0,14.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32466.0,49,011,125401
20,14505.0,12273.0,3863.0,94404.0,311400.0,12486.0,1482.0,340.0,7786.0,1941.0,800.0,59.0,141.0,3932.0,0.0,43.0,3524.0,339.0,1590.0,42469.0,24.0,35.0,87.0,42.0,95.0,59.0,64.0,11.0,80.0,310.0,401.0,900.0,734.0,365.0,277.0,379.0,466.0,114.0,5.0,13.0,0.0,92.0,85.0,34.0,123.0,536.0,0.0,0.0,1400000US49011125403,49,011,125403,70.0,102.0,119.0,161.0,55.0,29.0,224.0,42.0,62.0,0.0,53.0,0.0,23.0,11.0,33.0,59.0,0.0,0.0,22.0,0.0,21.0,0.0,0.0,16.0,49011125403,237600.0,8732.0,1661.0,176.0,353.0,71.0,22.0,13.0,55.0,104.0,46.0,0.0,42.0,132.0,39.0,0.0,11.0,52.0,16.0,0.0,0.0,14.0,74.0,39.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,36079.0,49,011,125403
21,10519.0,7672.0,2489.0,91728.0,281700.0,15098.0,1264.0,246.0,5288.0,1159.0,439.0,55.0,44.0,2489.0,9.0,18.0,1992.0,497.0,1439.0,31742.0,51.0,37.0,0.0,9.0,21.0,71.0,100.0,160.0,33.0,258.0,254.0,483.0,348.0,223.0,365.0,76.0,344.0,13.0,15.0,83.0,97.0,59.0,37.0,0.0,40.0,173.0,33.0,0.0,1400000US49011125405,49,011,125405,67.0,21.0,25.0,20.0,0.0,7.0,186.0,42.0,0.0,0.0,37.0,0.0,0.0,0.0,107.0,24.0,13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,49011125405,222100.0,8294.0,999.0,134.0,304.0,111.0,33.0,10.0,37.0,65.0,8.0,27.0,13.0,510.0,50.0,12.0,117.0,120.0,10.0,54.0,78.0,69.0,213.0,160.0,35.0,0.0,18.0,0.0,0.0,0.0,0.0,62.0,33.0,0.0,0.0,14.0,0.0,15.0,0.0,0.0,31954.0,49,011,125405
22,8839.0,7955.0,2290.0,99485.0,347200.0,13401.0,1156.0,647.0,4634.0,1176.0,514.0,62.0,27.0,2290.0,33.0,12.0,2115.0,175.0,1567.0,36064.0,15.0,60.0,12.0,35.0,43.0,18.0,55.0,0.0,74.0,140.0,257.0,443.0,251.0,273.0,356.0,258.0,336.0,33.0,9.0,29.0,69.0,139.0,0.0,9.0,48.0,118.0,36.0,28.0,1400000US49011125406,49,011,125406,0.0,24.0,16.0,0.0,14.0,0.0,196.0,13.0,0.0,111.0,0.0,52.0,20.0,0.0,0.0,112.0,49.0,0.0,0.0,0.0,17.0,16.0,0.0,30.0,49011125406,273200.0,22394.0,1453.0,138.0,183.0,0.0,0.0,12.0,33.0,77.0,20.0,0.0,41.0,82.0,0.0,0.0,0.0,55.0,15.0,12.0,0.0,0.0,65.0,21.0,16.0,0.0,7.0,0.0,0.0,0.0,21.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35226.0,49,011,125406
