,pop_18,white_18,hh_18,hinc_18,mhval_18,mhval_18_se,mrent_18,mrent_18_se,total_25_18,total_25_col_bd_18,total_25_col_md_18,total_25_col_pd_18,total_25_col_phd_18,tot_units_built_18,units_40_49_built_18,units_39_early_built_18,ohu_18,rhu_18,mmhcosts_18,iinc_18,I_10000_18,I_15000_18,I_20000_18,I_25000_18,I_30000_18,I_35000_18,I_40000_18,I_45000_18,I_50000_18,I_60000_18,I_75000_18,I_100000_18,I_125000_18,I_150000_18,I_200000_18,I_201000_18,mov_wc_w_income_18,mov_wc_9000_18,mov_wc_15000_18,mov_wc_25000_18,mov_wc_35000_18,mov_wc_50000_18,mov_wc_65000_18,mov_wc_75000_18,mov_wc_76000_more_18,mov_oc_w_income_18,mov_oc_9000_18,mov_oc_15000_18,GEO_ID,state_x,county_x,tract_x,mov_oc_25000_18,mov_oc_35000_18,mov_oc_50000_18,mov_oc_65000_18,mov_oc_75000_18,mov_oc_76000_more_18,mov_os_w_income_18,mov_os_9000_18,mov_os_15000_18,mov_os_25000_18,mov_os_35000_18,mov_os_50000_18,mov_os_65000_18,mov_os_75000_18,mov_os_76000_more_18,mov_fa_w_income_18,mov_fa_9000_18,mov_fa_15000_18,mov_fa_25000_18,mov_fa_35000_18,mov_fa_50000_18,mov_fa_65000_18,mov_fa_75000_18,mov_fa_76000_more_18,FIPS,mhval_12,mhval_12_se,mrent_12,mrent_12_se,mov_wc_w_income_12,mov_wc_9000_12,mov_wc_15000_12,mov_wc_25000_12,mov_wc_35000_12,mov_wc_50000_12,mov_wc_65000_12,mov_wc_75000_12,mov_wc_76000_more_12,mov_oc_w_income_12,mov_oc_9000_12,mov_oc_15000_12,mov_oc_25000_12,mov_oc_35000_12,mov_oc_50000_12,mov_oc_65000_12,mov_oc_75000_12,mov_oc_76000_more_12,mov_os_w_income_12,mov_os_9000_12,mov_os_15000_12,mov_os_25000_12,mov_os_35000_12,mov_os_50000_12,mov_os_65000_12,mov_os_75000_12,mov_os_76000_more_12,mov_fa_w_income_12,mov_fa_9000_12,mov_fa_15000_12,mov_fa_25000_12,mov_fa_35000_12,mov_fa_50000_12,mov_fa_65000_12,mov_fa_75000_12,mov_fa_76000_more_12,iinc_12,state_y,county_y,tract_y
0,2989.0,2834.0,974.0,63833.0,206700.0,28121.0,693.0,206.0,1865.0,186.0,73.0,11.0,1.0,1384.0,29.0,308.0,850.0,124.0,949.0,30599.0,26.0,4.0,15.0,39.0,66.0,33.0,75.0,50.0,28.0,81.0,184.0,157.0,93.0,74.0,18.0,31.0,79.0,13.0,12.0,26.0,2.0,13.0,2.0,0.0,11.0,29.0,6.0,7.0,1400000US49003960100,49,003,960100,8.0,0.0,0.0,4.0,4.0,0.0,80.0,23.0,1.0,3.0,1.0,29.0,15.0,4.0,4.0,31.0,2.0,0.0,5.0,24.0,0.0,0.0,0.0,0.0,49003960100,158400.0,19316.0,813.0,375.0,46.0,2.0,4.0,4.0,20.0,10.0,0.0,2.0,4.0,21.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,27.0,14.0,0.0,5.0,2.0,4.0,0.0,0.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26714.0,49,003,960100
1,7947.0,6955.0,2461.0,67225.0,195200.0,11254.0,730.0,39.0,4537.0,818.0,171.0,22.0,18.0,2580.0,219.0,538.0,1995.0,466.0,809.0,30993.0,76.0,46.0,24.0,48.0,80.0,91.0,139.0,86.0,139.0,202.0,493.0,437.0,254.0,205.0,53.0,88.0,181.0,20.0,12.0,10.0,41.0,38.0,42.0,0.0,18.0,157.0,36.0,40.0,1400000US49003960200,49,003,960200,15.0,11.0,11.0,19.0,3.0,22.0,54.0,31.0,3.0,6.0,5.0,0.0,6.0,0.0,3.0,31.0,7.0,13.0,2.0,0.0,0.0,0.0,0.0,9.0,49003960200,168200.0,8658.0,629.0,116.0,154.0,28.0,15.0,24.0,39.0,20.0,28.0,0.0,0.0,154.0,61.0,5.0,47.0,3.0,25.0,0.0,0.0,13.0,61.0,25.0,4.0,8.0,10.0,4.0,7.0,3.0,0.0,30.0,11.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,25494.0,49,003,960200
2,8810.0,6960.0,2681.0,49552.0,160500.0,15100.0,735.0,81.0,4252.0,564.0,279.0,11.0,4.0,2799.0,154.0,304.0,1876.0,805.0,903.0,26011.0,78.0,74.0,166.0,168.0,142.0,237.0,104.0,105.0,283.0,310.0,320.0,420.0,136.0,78.0,60.0,0.0,207.0,107.0,4.0,29.0,15.0,0.0,0.0,19.0,33.0,209.0,80.0,24.0,1400000US49003960300,49,003,960300,21.0,67.0,15.0,2.0,0.0,0.0,166.0,17.0,25.0,105.0,0.0,2.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,49003960300,152100.0,8751.0,620.0,45.0,306.0,59.0,34.0,51.0,20.0,121.0,21.0,0.0,0.0,96.0,52.0,0.0,0.0,3.0,12.0,8.0,0.0,21.0,259.0,77.0,0.0,57.0,2.0,40.0,0.0,40.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26655.0,49,003,960300
3,4551.0,4198.0,1535.0,64648.0,197000.0,14793.0,742.0,297.0,2929.0,486.0,69.0,7.0,4.0,1673.0,93.0,331.0,1357.0,178.0,1018.0,32488.0,27.0,25.0,19.0,50.0,39.0,50.0,44.0,75.0,161.0,225.0,167.0,220.0,231.0,74.0,85.0,43.0,104.0,14.0,16.0,4.0,35.0,27.0,0.0,1.0,7.0,55.0,14.0,4.0,1400000US49003960400,49,003,960400,10.0,10.0,6.0,0.0,0.0,11.0,58.0,3.0,4.0,16.0,25.0,0.0,6.0,0.0,4.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,49003960400,182900.0,12919.0,644.0,212.0,54.0,14.0,7.0,18.0,2.0,1.0,0.0,0.0,12.0,58.0,8.0,0.0,23.0,0.0,23.0,0.0,0.0,4.0,52.0,13.0,6.0,5.0,6.0,7.0,0.0,0.0,15.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29167.0,49,003,960400
4,5423.0,4514.0,1784.0,54043.0,175200.0,8360.0,647.0,79.0,3231.0,476.0,118.0,26.0,20.0,1915.0,210.0,323.0,1226.0,558.0,715.0,26354.0,86.0,110.0,50.0,101.0,73.0,91.0,113.0,91.0,100.0,144.0,218.0,293.0,122.0,32.0,99.0,61.0,522.0,148.0,61.0,88.0,41.0,133.0,22.0,3.0,26.0,150.0,42.0,9.0,1400000US49003960500,49,003,960500,10.0,30.0,43.0,16.0,0.0,0.0,58.0,21.0,0.0,0.0,19.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49003960500,167300.0,9421.0,561.0,53.0,275.0,130.0,2.0,38.0,53.0,30.0,22.0,0.0,0.0,194.0,97.0,12.0,12.0,33.0,18.0,11.0,0.0,11.0,34.0,1.0,4.0,1.0,13.0,0.0,15.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26837.0,49,003,960500
5,3612.0,3493.0,1356.0,52500.0,155100.0,9292.0,695.0,95.0,2438.0,389.0,101.0,20.0,0.0,1438.0,94.0,267.0,968.0,388.0,781.0,26635.0,135.0,15.0,37.0,82.0,62.0,58.0,153.0,108.0,12.0,144.0,162.0,186.0,95.0,59.0,31.0,17.0,97.0,31.0,21.0,0.0,3.0,9.0,22.0,11.0,0.0,28.0,7.0,10.0,1400000US49003960601,49,003,960601,0.0,0.0,0.0,11.0,0.0,0.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,49003960601,141600.0,6581.0,650.0,135.0,202.0,20.0,36.0,38.0,29.0,65.0,14.0,0.0,0.0,72.0,41.0,0.0,14.0,17.0,0.0,0.0,0.0,0.0,59.0,35.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,24205.0,49,003,960601
6,2456.0,2129.0,871.0,66094.0,212400.0,12981.0,685.0,175.0,1628.0,429.0,147.0,30.0,5.0,918.0,12.0,0.0,742.0,129.0,941.0,31797.0,14.0,23.0,19.0,19.0,42.0,28.0,69.0,30.0,25.0,137.0,80.0,148.0,92.0,61.0,53.0,31.0,43.0,8.0,0.0,8.0,0.0,21.0,0.0,0.0,6.0,30.0,8.0,0.0,1400000US49003960602,49,003,960602,3.0,0.0,14.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49003960602,192600.0,9264.0,711.0,251.0,79.0,35.0,8.0,17.0,3.0,16.0,0.0,0.0,0.0,71.0,17.0,10.0,20.0,14.0,6.0,0.0,0.0,4.0,37.0,13.0,1.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22378.0,49,003,960602
7,5063.0,4075.0,1779.0,52634.0,163500.0,5258.0,813.0,92.0,3145.0,473.0,162.0,28.0,20.0,1856.0,62.0,187.0,1201.0,578.0,822.0,26778.0,31.0,43.0,35.0,59.0,116.0,146.0,104.0,197.0,125.0,202.0,239.0,204.0,103.0,58.0,117.0,0.0,304.0,103.0,0.0,52.0,46.0,24.0,17.0,9.0,53.0,189.0,50.0,10.0,1400000US49003960701,49,003,960701,44.0,27.0,30.0,28.0,0.0,0.0,89.0,14.0,12.0,33.0,0.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49003960701,147900.0,7408.0,616.0,197.0,382.0,115.0,12.0,68.0,52.0,113.0,1.0,21.0,0.0,34.0,2.0,0.0,12.0,0.0,0.0,20.0,0.0,0.0,87.0,33.0,12.0,0.0,9.0,0.0,22.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23360.0,49,003,960701
8,2851.0,2305.0,1051.0,40313.0,171800.0,13267.0,658.0,47.0,1662.0,306.0,90.0,25.0,10.0,1097.0,55.0,164.0,491.0,560.0,713.0,24361.0,117.0,73.0,57.0,54.0,81.0,67.0,73.0,39.0,58.0,71.0,87.0,99.0,75.0,54.0,27.0,19.0,213.0,72.0,18.0,5.0,45.0,32.0,16.0,0.0,25.0,77.0,35.0,6.0,1400000US49003960702,49,003,960702,25.0,6.0,0.0,0.0,0.0,5.0,51.0,27.0,0.0,21.0,0.0,0.0,0.0,0.0,3.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49003960702,150200.0,13239.0,616.0,42.0,112.0,26.0,9.0,47.0,16.0,10.0,0.0,4.0,0.0,71.0,38.0,13.0,0.0,7.0,13.0,0.0,0.0,0.0,42.0,24.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25906.0,49,003,960702
9,4532.0,4236.0,1495.0,77042.0,258300.0,14772.0,815.0,178.0,2899.0,505.0,160.0,8.0,31.0,1586.0,36.0,199.0,1316.0,179.0,1194.0,31318.0,16.0,32.0,51.0,28.0,110.0,69.0,74.0,48.0,61.0,103.0,131.0,231.0,183.0,187.0,101.0,70.0,52.0,4.0,3.0,0.0,9.0,7.0,13.0,9.0,7.0,344.0,38.0,49.0,1400000US49003960801,49,003,960801,45.0,54.0,22.0,70.0,8.0,58.0,76.0,42.0,4.0,2.0,10.0,2.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,49003960801,192500.0,8964.0,664.0,174.0,59.0,25.0,8.0,0.0,18.0,0.0,5.0,3.0,0.0,76.0,15.0,7.0,31.0,6.0,0.0,13.0,0.0,4.0,28.0,11.0,0.0,0.0,10.0,0.0,3.0,0.0,4.0,40.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27454.0,49,003,960801
10,4767.0,4455.0,1315.0,91042.0,257900.0,18607.0,797.0,103.0,2597.0,644.0,255.0,31.0,46.0,1352.0,7.0,32.0,1202.0,113.0,1489.0,32800.0,14.0,7.0,8.0,32.0,25.0,60.0,16.0,111.0,74.0,73.0,94.0,248.0,174.0,144.0,178.0,57.0,79.0,8.0,0.0,7.0,14.0,29.0,7.0,0.0,14.0,115.0,24.0,0.0,1400000US49003960802,49,003,960802,7.0,8.0,29.0,7.0,23.0,17.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49003960802,226400.0,13107.0,871.0,221.0,110.0,25.0,0.0,14.0,11.0,21.0,10.0,9.0,20.0,51.0,0.0,13.0,6.0,0.0,0.0,19.0,0.0,13.0,21.0,11.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37500.0,49,003,960802
11,4340.0,4082.0,1275.0,102019.0,378000.0,17493.0,1952.0,411.0,2599.0,534.0,339.0,130.0,39.0,1374.0,45.0,26.0,1153.0,122.0,1755.0,36511.0,9.0,9.0,8.0,34.0,0.0,18.0,63.0,50.0,32.0,26.0,81.0,297.0,186.0,113.0,183.0,166.0,76.0,0.0,0.0,9.0,43.0,7.0,0.0,17.0,0.0,42.0,0.0,0.0,1400000US49011125102,49,011,125102,7.0,0.0,17.0,0.0,0.0,18.0,117.0,0.0,0.0,0.0,0.0,64.0,7.0,9.0,37.0,29.0,16.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,49011125102,338600.0,20017.0,1361.0,640.0,158.0,57.0,18.0,21.0,10.0,29.0,8.0,0.0,15.0,104.0,33.0,10.0,35.0,18.0,0.0,0.0,0.0,8.0,158.0,12.0,0.0,0.0,33.0,44.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37163.0,49,011,125102
12,5910.0,4930.0,1761.0,77148.0,248500.0,23258.0,1312.0,152.0,3398.0,762.0,300.0,0.0,28.0,1921.0,21.0,110.0,1457.0,304.0,1421.0,31988.0,113.0,10.0,0.0,43.0,30.0,46.0,44.0,97.0,49.0,173.0,181.0,403.0,172.0,133.0,240.0,27.0,475.0,126.0,30.0,40.0,33.0,47.0,133.0,0.0,66.0,237.0,106.0,8.0,1400000US49011125103,49,011,125103,37.0,16.0,57.0,7.0,6.0,0.0,72.0,9.0,0.0,0.0,43.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49011125103,203800.0,16510.0,867.0,125.0,155.0,34.0,0.0,29.0,0.0,64.0,12.0,0.0,16.0,107.0,32.0,13.0,28.0,34.0,0.0,0.0,0.0,0.0,61.0,0.0,11.0,29.0,0.0,0.0,0.0,21.0,0.0,31.0,16.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,30605.0,49,011,125103
13,6306.0,5561.0,1693.0,110750.0,295400.0,15743.0,1339.0,376.0,3667.0,1076.0,382.0,96.0,70.0,1721.0,0.0,20.0,1489.0,204.0,1479.0,36094.0,0.0,0.0,0.0,0.0,6.0,66.0,48.0,23.0,53.0,79.0,168.0,304.0,237.0,231.0,305.0,173.0,164.0,55.0,0.0,29.0,8.0,0.0,15.0,34.0,23.0,57.0,36.0,0.0,1400000US49011125104,49,011,125104,11.0,10.0,0.0,0.0,0.0,0.0,164.0,80.0,18.0,0.0,26.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49011125104,274200.0,7748.0,1133.0,175.0,166.0,41.0,14.0,28.0,28.0,18.0,37.0,0.0,0.0,145.0,57.0,18.0,0.0,30.0,22.0,0.0,0.0,18.0,156.0,57.0,17.0,46.0,2.0,13.0,10.0,0.0,11.0,55.0,13.0,11.0,16.0,0.0,0.0,15.0,0.0,0.0,32381.0,49,011,125104
14,3362.0,2268.0,962.0,50455.0,411800.0,327326.0,1211.0,37.0,1477.0,324.0,107.0,16.0,6.0,1041.0,13.0,9.0,30.0,932.0,1213.0,27268.0,47.0,6.0,17.0,62.0,49.0,89.0,46.0,73.0,84.0,163.0,88.0,117.0,72.0,29.0,4.0,16.0,180.0,31.0,0.0,37.0,57.0,23.0,14.0,0.0,18.0,92.0,14.0,0.0,1400000US49011125200,49,011,125200,14.0,38.0,21.0,5.0,0.0,0.0,366.0,65.0,37.0,173.0,20.0,40.0,15.0,0.0,16.0,59.0,5.0,3.0,12.0,20.0,14.0,0.0,0.0,5.0,49011125200,-666666666.0,-222222222.0,1011.0,46.0,168.0,6.0,0.0,46.0,36.0,25.0,20.0,0.0,35.0,17.0,11.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,359.0,41.0,80.0,64.0,92.0,33.0,0.0,5.0,44.0,66.0,11.0,8.0,8.0,2.0,18.0,8.0,11.0,0.0,26361.0,49,011,125200
15,5188.0,3868.0,1681.0,59073.0,152900.0,10962.0,771.0,145.0,3153.0,471.0,110.0,0.0,21.0,1783.0,86.0,37.0,1263.0,418.0,982.0,28998.0,97.0,77.0,53.0,32.0,75.0,142.0,54.0,179.0,28.0,115.0,318.0,251.0,179.0,19.0,52.0,10.0,229.0,38.0,0.0,96.0,22.0,11.0,54.0,8.0,0.0,214.0,22.0,10.0,1400000US49011125301,49,011,125301,26.0,57.0,71.0,28.0,0.0,0.0,49.0,9.0,11.0,0.0,19.0,10.0,0.0,0.0,0.0,46.0,26.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,49011125301,141600.0,7155.0,699.0,112.0,322.0,8.0,49.0,101.0,153.0,11.0,0.0,0.0,0.0,103.0,70.0,0.0,25.0,0.0,0.0,8.0,0.0,0.0,119.0,24.0,50.0,11.0,0.0,9.0,0.0,25.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,25956.0,49,011,125301
16,11482.0,9182.0,3237.0,85186.0,242600.0,11704.0,1510.0,231.0,6329.0,1038.0,450.0,81.0,32.0,3367.0,20.0,14.0,2951.0,286.0,1368.0,38110.0,29.0,29.0,28.0,13.0,132.0,44.0,113.0,124.0,132.0,275.0,355.0,692.0,543.0,343.0,323.0,62.0,497.0,19.0,100.0,17.0,55.0,108.0,64.0,81.0,53.0,525.0,38.0,81.0,1400000US49011125303,49,011,125303,45.0,204.0,16.0,96.0,0.0,45.0,89.0,22.0,1.0,35.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49011125303,203800.0,12524.0,1317.0,157.0,600.0,65.0,29.0,120.0,147.0,23.0,156.0,46.0,14.0,264.0,37.0,29.0,33.0,12.0,94.0,19.0,40.0,0.0,195.0,46.0,0.0,29.0,42.0,27.0,25.0,0.0,26.0,26.0,0.0,0.0,10.0,0.0,0.0,0.0,16.0,0.0,32736.0,49,011,125303
17,5352.0,4059.0,1626.0,69464.0,194600.0,8979.0,1275.0,267.0,3007.0,394.0,125.0,10.0,0.0,1687.0,34.0,43.0,1297.0,329.0,1228.0,34616.0,15.0,0.0,69.0,12.0,45.0,64.0,123.0,51.0,24.0,221.0,325.0,237.0,219.0,91.0,99.0,31.0,140.0,3.0,13.0,22.0,70.0,12.0,12.0,0.0,8.0,151.0,6.0,0.0,1400000US49011125304,49,011,125304,33.0,19.0,50.0,37.0,0.0,6.0,42.0,5.0,10.0,0.0,9.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,49011125304,162400.0,5376.0,1387.0,142.0,87.0,11.0,0.0,18.0,10.0,12.0,10.0,17.0,9.0,81.0,24.0,0.0,16.0,21.0,10.0,10.0,0.0,0.0,39.0,12.0,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29583.0,49,011,125304
18,6592.0,5205.0,1950.0,86134.0,231700.0,12833.0,1121.0,187.0,3948.0,746.0,243.0,34.0,9.0,1984.0,10.0,69.0,1654.0,296.0,1308.0,36359.0,35.0,18.0,17.0,43.0,86.0,11.0,77.0,61.0,63.0,185.0,215.0,427.0,229.0,183.0,227.0,73.0,227.0,19.0,22.0,22.0,28.0,34.0,37.0,0.0,65.0,149.0,39.0,0.0,1400000US49011125305,49,011,125305,38.0,16.0,24.0,32.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,8.0,63.0,7.0,0.0,6.0,0.0,18.0,16.0,0.0,16.0,49011125305,191200.0,10304.0,1050.0,172.0,153.0,28.0,0.0,14.0,61.0,8.0,18.0,0.0,24.0,277.0,7.0,86.0,0.0,48.0,94.0,0.0,12.0,30.0,75.0,0.0,7.0,26.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32424.0,49,011,125305
19,13168.0,11812.0,3689.0,95093.0,272800.0,14271.0,1380.0,323.0,7480.0,2097.0,574.0,45.0,44.0,3781.0,42.0,113.0,3401.0,288.0,1524.0,41180.0,16.0,54.0,106.0,10.0,33.0,46.0,27.0,94.0,89.0,164.0,335.0,1049.0,717.0,469.0,316.0,164.0,405.0,36.0,36.0,14.0,132.0,82.0,17.0,23.0,65.0,323.0,38.0,44.0,1400000US49011125401,49,011,125401,16.0,50.0,86.0,0.0,18.0,71.0,73.0,37.0,0.0,0.0,0.0,17.0,0.0,0.0,19.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49011125401,253100.0,13545.0,1231.0,160.0,395.0,88.0,10.0,104.0,50.0,72.0,38.0,12.0,21.0,83.0,11.0,0.0,28.0,0.0,16.0,28.0,0.0,0.0,113.0,43.0,0.0,24.0,0.0,17.0,15.0,0.0,14.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32466.0,49,011,125401
20,13881.0,11917.0,3687.0,89311.0,276400.0,12582.0,1438.0,1080.0,7280.0,1743.0,713.0,68.0,122.0,3785.0,0.0,43.0,3380.0,307.0,1560.0,36000.0,0.0,50.0,82.0,141.0,103.0,37.0,85.0,46.0,84.0,339.0,469.0,726.0,701.0,219.0,305.0,300.0,329.0,62.0,18.0,0.0,35.0,45.0,96.0,0.0,73.0,344.0,0.0,0.0,1400000US49011125403,49,011,125403,35.0,135.0,59.0,86.0,12.0,17.0,309.0,85.0,54.0,98.0,0.0,0.0,38.0,0.0,34.0,53.0,0.0,0.0,15.0,0.0,22.0,0.0,0.0,16.0,49011125403,237600.0,8732.0,1661.0,176.0,353.0,71.0,22.0,13.0,55.0,104.0,46.0,0.0,42.0,132.0,39.0,0.0,11.0,52.0,16.0,0.0,0.0,14.0,74.0,39.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,36079.0,49,011,125403
21,11626.0,8320.0,2640.0,88099.0,252600.0,17262.0,1192.0,189.0,5796.0,1229.0,517.0,13.0,30.0,2640.0,53.0,13.0,2055.0,585.0,1360.0,31020.0,59.0,30.0,0.0,54.0,16.0,73.0,95.0,205.0,17.0,272.0,255.0,591.0,353.0,233.0,330.0,57.0,473.0,17.0,13.0,130.0,105.0,68.0,84.0,0.0,56.0,211.0,45.0,0.0,1400000US49011125405,49,011,125405,125.0,16.0,12.0,13.0,0.0,0.0,176.0,36.0,0.0,0.0,32.0,13.0,0.0,38.0,57.0,34.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,49011125405,222100.0,8294.0,999.0,134.0,304.0,111.0,33.0,10.0,37.0,65.0,8.0,27.0,13.0,510.0,50.0,12.0,117.0,120.0,10.0,54.0,78.0,69.0,213.0,160.0,35.0,0.0,18.0,0.0,0.0,0.0,0.0,62.0,33.0,0.0,0.0,14.0,0.0,15.0,0.0,0.0,31954.0,49,011,125405
22,8451.0,7649.0,2247.0,91652.0,331600.0,14062.0,1194.0,427.0,4435.0,1086.0,505.0,16.0,50.0,2247.0,37.0,17.0,2056.0,191.0,1489.0,33464.0,70.0,53.0,13.0,11.0,79.0,8.0,62.0,0.0,84.0,102.0,256.0,546.0,242.0,202.0,330.0,189.0,344.0,26.0,13.0,11.0,97.0,135.0,0.0,12.0,50.0,83.0,16.0,30.0,1400000US49011125406,49,011,125406,0.0,23.0,0.0,0.0,14.0,0.0,190.0,14.0,0.0,105.0,0.0,54.0,17.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49011125406,273200.0,22394.0,1453.0,138.0,183.0,0.0,0.0,12.0,33.0,77.0,20.0,0.0,41.0,82.0,0.0,0.0,0.0,55.0,15.0,12.0,0.0,0.0,65.0,21.0,16.0,0.0,7.0,0.0,0.0,0.0,21.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35226.0,49,011,125406
23,5769.0,4384.0,1760.0,61966.0,189800.0,5818.0,997.0,523.0,3182.0,441.0,278.0,55.0,0.0,1805.0,30.0,7.0,1506.0,254.0,1161.0,33030.0,35.0,62.0,43.0,50.0,40.0,17.0,140.0,25.0,106.0,259.0,327.0,184.0,234.0,135.0,85.0,18.0,94.0,0.0,22.0,31.0,6.0,35.0,0.0,0.0,0.0,107.0,37.0,12.0,1400000US49011125501,49,011,125501,47.0,0.0,11.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,28.0,8.0,0.0,12.0,0.0,0.0,0.0,8.0,0.0,49011125501,168000.0,5817.0,1008.0,210.0,166.0,24.0,19.0,56.0,27.0,32.0,8.0,0.0,0.0,70.0,0.0,25.0,9.0,10.0,13.0,8.0,0.0,5.0,52.0,44.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27530.0,49,011,125501
24,5630.0,4292.0,1588.0,54816.0,166000.0,8039.0,1327.0,235.0,3128.0,460.0,105.0,0.0,0.0,1733.0,117.0,9.0,1345.0,243.0,1028.0,26420.0,41.0,40.0,66.0,20.0,9.0,58.0,110.0,97.0,198.0,242.0,129.0,178.0,178.0,133.0,62.0,27.0,322.0,68.0,42.0,94.0,13.0,79.0,26.0,0.0,0.0,210.0,88.0,11.0,1400000US49011125502,49,011,125502,0.0,49.0,24.0,18.0,0.0,20.0,60.0,23.0,8.0,15.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49011125502,144300.0,7333.0,862.0,93.0,226.0,39.0,9.0,45.0,44.0,45.0,10.0,26.0,8.0,159.0,38.0,12.0,78.0,7.0,24.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23583.0,49,011,125502
